Date,Open,High,Low,Close,Volume
08/15/2024,"205.02","215.88","204.82","214.14","89,848,531"
08/14/2024,"207.39","208.44","198.75","201.38","70,250,008"
08/13/2024,"198.47","208.49","197.06","207.83","76,247,391"
08/12/2024,"199.02","199.26","194.67","197.49","64,044,898"
08/09/2024,"197.05","200.88","195.11","200.00","58,648,273"
08/08/2024,"195.70","200.70","192.04","198.84","65,033,871"
08/07/2024,"200.77","203.49","191.48","191.76","71,159,773"
08/06/2024,"200.75","202.90","192.67","200.64","73,783,938"
08/05/2024,"185.22","203.88","182.00","198.88","100,308,797"
08/02/2024,"214.88","216.13","205.78","207.67","82,880,117"
08/01/2024,"227.69","231.87","214.33","216.86","83,861,906"
07/31/2024,"227.90","234.68","226.79","232.07","67,497,008"
07/30/2024,"232.25","232.41","220.00","222.62","100,560,305"
07/29/2024,"224.90","234.27","224.70","232.10","129,201,797"
07/26/2024,"221.19","222.28","215.33","219.80","94,604,148"
07/25/2024,"216.80","226.00","216.23","220.25","100,636,492"
07/24/2024,"225.42","225.99","214.71","215.99","167,942,891"
07/23/2024,"253.60","255.76","245.63","246.38","111,928,203"
07/22/2024,"244.21","253.21","243.75","251.51","101,225,398"
07/19/2024,"247.79","249.44","236.83","239.20","87,403,906"
07/18/2024,"251.09","257.14","247.20","249.23","110,869,000"
07/17/2024,"252.73","258.47","246.18","248.50","115,584,797"
07/16/2024,"255.31","258.62","245.80","256.56","126,332,492"
07/15/2024,"255.97","265.60","251.73","252.64","146,912,891"
07/12/2024,"235.80","251.84","233.09","248.23","155,955,812"
07/11/2024,"263.30","271.00","239.65","241.03","221,707,297"
07/10/2024,"262.80","267.59","257.86","263.26","128,519,398"
07/09/2024,"251.00","265.61","250.30","262.33","160,742,500"
07/08/2024,"247.71","259.44","244.57","252.94","157,219,594"
07/05/2024,"249.81","252.37","242.46","251.52","154,501,203"
07/03/2024,"234.56","248.35","234.25","246.39","166,561,500"
07/02/2024,"218.89","231.30","218.06","231.26","205,047,906"
07/01/2024,"201.02","213.23","200.85","209.86","135,691,391"
06/28/2024,"199.55","203.20","195.26","197.88","95,438,070"
06/27/2024,"195.17","198.72","194.05","197.42","72,746,523"
06/26/2024,"186.54","197.76","186.36","196.37","95,737,070"
06/25/2024,"184.40","187.97","182.01","187.35","63,678,273"
06/24/2024,"184.97","188.80","182.55","182.58","61,992,070"
06/21/2024,"182.30","183.95","180.69","183.01","63,029,480"
06/20/2024,"184.68","185.21","179.66","181.57","55,893,141"
06/18/2024,"186.56","187.20","182.37","184.86","68,982,273"
06/17/2024,"177.92","188.81","177.00","187.44","109,786,094"
06/14/2024,"185.80","186.00","176.92","178.01","82,038,195"
06/13/2024,"188.39","191.08","181.23","182.47","118,984,094"
06/12/2024,"171.12","180.55","169.80","177.29","90,389,445"
06/11/2024,"173.92","174.75","167.41","170.66","64,761,930"
06/10/2024,"176.06","178.57","173.17","173.79","50,869,680"
06/07/2024,"176.13","179.35","175.58","177.48","56,244,930"
06/06/2024,"174.60","179.73","172.73","177.94","69,887,023"
06/05/2024,"175.35","176.15","172.13","175.00","57,953,762"
06/04/2024,"174.78","177.76","174.00","174.77","60,056,340"
06/03/2024,"178.13","182.64","174.49","176.29","68,568,922"
05/31/2024,"178.50","180.32","173.82","178.08","67,314,602"
05/30/2024,"178.58","182.67","175.38","178.79","77,784,758"
05/29/2024,"174.19","178.15","173.93","176.19","54,782,648"
05/28/2024,"176.40","178.25","173.16","176.75","59,736,621"
05/24/2024,"174.84","180.08","173.73","179.24","65,584,477"
05/23/2024,"181.80","181.90","173.26","173.74","71,975,508"
05/22/2024,"182.85","183.80","178.12","180.11","88,313,477"
05/21/2024,"175.51","186.88","174.71","186.60","115,266,492"
05/20/2024,"177.56","177.75","173.52","174.95","61,727,434"
05/17/2024,"173.55","179.63","172.75","177.46","77,445,852"
05/16/2024,"174.10","175.79","171.43","174.84","59,812,219"
05/15/2024,"179.90","180.00","173.11","173.99","79,662,992"
05/14/2024,"174.50","179.49","174.07","177.55","86,407,422"
05/13/2024,"170.00","175.40","169.00","171.89","67,018,898"
05/10/2024,"173.05","173.06","167.75","168.47","72,627,188"
05/09/2024,"175.01","175.62","171.37","171.97","65,950,289"
05/08/2024,"171.59","176.06","170.15","174.72","79,969,484"
05/07/2024,"182.40","183.26","177.40","177.81","75,045,852"
05/06/2024,"183.80","187.56","182.20","184.76","84,390,250"
05/03/2024,"182.10","184.78","178.42","181.19","75,491,539"
05/02/2024,"182.86","184.60","176.02","180.01","89,148,039"
05/01/2024,"182.00","185.86","179.01","179.99","92,829,719"
04/30/2024,"186.98","190.95","182.84","183.28","127,031,797"
04/29/2024,"188.42","198.87","184.54","194.05","243,869,703"
04/26/2024,"168.85","172.12","166.37","168.29","109,815,695"
04/25/2024,"158.96","170.88","158.36","170.18","126,427,508"
04/24/2024,"162.84","167.97","157.51","162.13","181,178,000"
04/23/2024,"143.33","147.26","141.11","144.68","124,545,102"
04/22/2024,"140.56","144.44","138.80","142.05","107,097,602"
04/19/2024,"148.97","150.94","146.22","147.05","87,074,492"
04/18/2024,"151.25","152.20","148.70","149.93","96,098,828"
04/17/2024,"157.64","158.33","153.78","155.45","82,439,719"
04/16/2024,"156.74","158.19","153.75","157.11","96,999,961"
04/15/2024,"170.24","170.69","161.38","161.48","100,245,297"
04/12/2024,"172.34","173.81","170.36","171.05","64,722,672"
04/11/2024,"172.55","175.88","168.51","174.60","94,515,992"
04/10/2024,"173.04","174.93","170.01","171.76","84,532,406"
04/09/2024,"172.91","179.22","171.92","176.88","103,232,703"
04/08/2024,"169.34","174.50","167.79","172.98","104,423,297"
04/05/2024,"169.08","170.86","160.51","164.90","143,157,594"
04/04/2024,"170.07","177.19","168.01","171.11","123,162,000"
04/03/2024,"164.02","168.82","163.28","168.38","82,950,141"
04/02/2024,"164.75","167.69","163.43","166.63","116,650,602"
04/01/2024,"176.17","176.75","170.21","175.22","81,562,125"
03/28/2024,"177.45","179.57","175.30","175.79","77,654,844"
03/27/2024,"181.41","181.91","176.00","179.83","81,804,039"
03/26/2024,"178.58","184.25","177.38","177.67","113,186,203"
03/25/2024,"168.76","175.24","168.73","172.63","74,228,625"
03/22/2024,"166.69","171.20","166.30","170.83","75,580,641"
03/21/2024,"176.39","178.18","171.80","172.82","73,178,008"
03/20/2024,"173.00","176.25","170.82","175.66","83,846,727"
03/19/2024,"172.36","172.82","167.42","171.32","77,271,430"
03/18/2024,"170.02","174.72","165.90","173.80","108,214,398"
03/15/2024,"163.16","165.18","160.76","163.57","97,146,828"
03/14/2024,"167.77","171.17","160.51","162.50","126,325,695"
03/13/2024,"173.05","176.05","169.15","169.48","106,524,492"
03/12/2024,"177.77","179.43","172.41","177.54","87,391,680"
03/11/2024,"175.45","182.87","174.80","177.77","85,391,531"
03/08/2024,"181.50","182.73","174.70","175.34","85,544,641"
03/07/2024,"174.35","180.04","173.70","178.65","102,129,000"
03/06/2024,"179.99","181.58","173.70","176.54","107,920,898"
03/05/2024,"183.05","184.59","177.57","180.74","119,660,797"
03/04/2024,"198.73","199.75","186.72","188.14","134,334,891"
03/01/2024,"200.52","204.52","198.50","202.64","82,243,117"
02/29/2024,"204.18","205.28","198.45","201.88","85,906,969"
02/28/2024,"200.42","205.30","198.44","202.04","99,806,172"
02/27/2024,"204.04","205.60","198.26","199.73","108,645,398"
02/26/2024,"192.29","201.78","192.00","199.40","111,747,102"
02/23/2024,"195.31","197.57","191.50","191.97","78,841,922"
02/22/2024,"194.00","198.32","191.36","197.41","92,739,453"
02/21/2024,"193.36","199.44","191.95","194.77","103,844,000"
02/20/2024,"196.13","198.60","189.13","193.76","104,545,797"
02/16/2024,"202.06","203.17","197.40","199.95","111,346,703"
02/15/2024,"189.16","200.88","188.86","200.45","120,831,797"
02/14/2024,"185.30","188.89","183.35","188.71","81,202,992"
02/13/2024,"183.99","187.26","182.11","184.02","86,759,477"
02/12/2024,"192.11","194.73","187.28","188.13","95,498,602"
02/09/2024,"190.18","194.12","189.48","193.57","84,476,352"
02/08/2024,"189.00","191.62","185.58","189.56","83,034,039"
02/07/2024,"188.18","189.79","182.68","187.58","111,535,203"
02/06/2024,"177.21","186.49","177.11","185.10","122,676,000"
02/05/2024,"184.26","184.68","175.01","181.06","134,294,406"
02/02/2024,"185.04","188.69","182.00","187.91","110,612,703"
02/01/2024,"188.50","189.88","184.28","188.86","91,843,281"
01/31/2024,"187.00","193.97","185.85","187.29","103,221,398"
01/30/2024,"195.33","196.36","190.61","191.59","109,982,305"
01/29/2024,"185.63","191.48","183.67","190.93","125,013,102"
01/26/2024,"185.50","186.78","182.10","183.25","107,343,203"
01/25/2024,"189.70","193.00","180.06","182.63","198,076,797"
01/24/2024,"211.88","212.73","206.77","207.83","123,369,906"
01/23/2024,"211.30","215.65","207.75","209.14","106,605,906"
01/22/2024,"212.26","217.80","206.27","208.80","117,952,492"
01/19/2024,"209.99","213.19","207.56","212.19","102,260,305"
01/18/2024,"216.88","217.45","208.74","211.88","108,595,398"
01/17/2024,"214.86","215.67","212.01","215.55","103,164,398"
01/16/2024,"215.10","223.49","212.18","219.91","115,355,000"
01/12/2024,"220.08","225.34","217.15","218.89","123,043,797"
01/11/2024,"230.57","230.93","225.37","227.22","105,873,602"
01/10/2024,"235.10","235.50","231.29","233.94","91,628,492"
01/09/2024,"238.11","238.96","232.04","234.96","96,705,664"
01/08/2024,"236.14","241.25","235.30","240.45","85,166,578"
01/05/2024,"236.86","240.12","234.90","237.49","92,488,945"
01/04/2024,"239.25","242.70","237.73","237.93","102,629,297"
01/03/2024,"244.98","245.68","236.32","238.45","121,082,602"
01/02/2024,"250.08","251.25","244.41","248.42","104,654,203"
12/29/2023,"255.10","255.19","247.43","248.48","100,891,602"
12/28/2023,"263.66","265.13","252.71","253.18","113,619,906"
12/27/2023,"258.35","263.34","257.52","261.44","106,494,398"
12/26/2023,"254.49","257.97","252.91","256.61","86,892,383"
12/22/2023,"256.76","258.22","251.37","252.54","93,370,086"
12/21/2023,"251.90","254.80","248.55","254.50","109,594,203"
12/20/2023,"256.41","259.84","247.00","247.14","125,097,000"
12/19/2023,"253.48","258.34","253.01","257.22","106,737,398"
12/18/2023,"253.78","258.74","251.36","252.08","116,416,492"
12/15/2023,"251.21","254.13","248.30","253.50","135,932,797"
12/14/2023,"241.22","253.88","240.79","251.05","160,829,203"
12/13/2023,"234.19","240.30","228.20","239.29","146,286,297"
12/12/2023,"238.55","238.99","233.87","237.01","95,328,312"
12/11/2023,"242.74","243.44","237.45","239.74","97,913,891"
12/08/2023,"240.27","245.27","239.27","243.84","103,126,797"
12/07/2023,"241.55","244.08","236.98","242.64","107,142,305"
12/06/2023,"242.92","246.57","239.17","239.37","126,436,203"
12/05/2023,"233.87","246.66","233.70","238.72","137,971,109"
12/04/2023,"235.75","239.37","233.29","235.58","104,099,797"
